best_r1,best_r2,best_r_concat,group
0.003558731140648275,0.006498623321356322,0.004900929852666439,high
0.00021013083256586453,0.14501403317281558,2.444665780005483,high
0.02343226773405609,0.013930288334096017,0.018341631093874777,high
0.011712133564089606,0.009297924447732024,1.8207109250081046,high
0.0025477456451380924,0.0041633464551558705,1.103713497937156,high
0.0011386578129532086,0.0028437860619595317,1.1263029588347195,high
0.024394533605720657,0.013309275539627017,0.9743470463389104,high
0.009546384766376027,0.09685066995231828,2.412494295858918,high
0.030194089927824717,0.009316273800323878,1.5787889500251986,high
0.006866799985054423,1.3421509062712367e-06,0.6012179704756432,high
0.0034523602348175953,0.016176996098111882,0.008013145149169836,high
0.011151586385164886,0.07897909318351809,0.8800043943831382,high
0.04447957938906973,0.05277809269321287,0.03186244204759892,high
0.004899852767159913,0.00018079955387981884,2.0205460162693916,high
0.006840173287281744,0.0107881012269917,0.007174191657101534,high
0.005107149556506964,0.006840173287281744,0.8906886778391444,high
0.006498623321356322,0.2120905754086885,0.03298544504302111,high
0.02396636226128167,0.05190524176203323,0.725111039920328,high
0.24900587372291416,0.08633866325455913,0.06194490877923885,high
0.006866799985054423,0.003785164232577155,1.5236635690672082,high
0.004874177069770953,0.0075153346553647775,1.615650087342255,high
0.00011472845085269196,0.0009877776578893413,0.825111739625178,high
0.009104406753730847,0.0022905152337043917,2.581602422585936,high
0.056389527800266494,0.010475240856365763,0.05179068691651211,high
0.004874177069770953,0.0034523602348175953,1.2782095114914689,high
0.2123143302018763,0.043434173538784246,0.3796207979351458,high
0.08751893066978607,0.0005763474629662912,0.9002848942926981,high
0.0009007468553203104,0.0029380211841932543,1.4699288926817997,high
0.005443510900261806,0.01151707135707119,0.014124984583411541,high
0.00036571690963330567,0.0369973741015434,0.007861832743724621,high
8.925209588696401e-08,0.013930288334096017,0.6007818900577938,high
0.0032042217245257646,0.14501403317281558,0.6048726493525782,high
7.87866818780702e-05,0.04070042197147075,1.6738464568958864,high
0.0038164083359485505,0.052685829047988346,0.002174874888091749,high
0.0107881012269917,0.0036677524511076532,2.1227018409982827,high
0.0008479201210236673,0.001471648325338625,0.0014924216941480362,high
0.002493937704136266,0.00597547111430305,0.001611946423374893,high
0.00052455801784469,0.0028437860619595317,0.0008694759996899831,high
0.0011218260783887324,0.00294211620833466,2.7101481634422133,high
0.1228625006983758,0.0075153346553647775,0.048320277112022046,high
0.0012172449083603944,0.011151586385164886,0.006801798902045512,high
0.019200477139745046,0.002359150731934923,0.008649978351029947,high
0.05500547666447523,0.0025477456451380924,0.012353827757508158,high
1.1523569587450905e-06,0.013592909289489398,0.003603959009687222,high
0.012733765584588353,0.031731705579745154,0.025666913302333647,high
0.030338307904057064,0.056389527800266494,2.676830080497689,high
0.06224239364780474,0.0050439199888767305,0.022024848542609502,high
1.4038598114078009e-05,7.87866818780702e-05,0.00012697886997655824,high
0.0026104568140979546,0.0050439199888767305,0.8751517020669644,high
0.0044198380400671975,0.0015473096384738766,1.5689384702557658,high
1.3421509062712367e-06,0.005443510900261806,1.0342060220998304,high
0.030338307904057064,0.009692189049272795,1.67589052167815,high
0.004924062966239431,0.026642793231001206,2.861026959491428,high
0.00294211620833466,0.013801268862024842,2.064339000255212,high
0.04639193939388683,1.9861974525123418e-05,4.23237447283566,high
0.0853743927134145,0.005873924929774831,0.033476606276244734,high
0.14501403317281558,0.02343226773405609,0.06382989464863349,high
0.1430179228051812,0.004068833037096268,0.6004580548441213,high
0.02850006104338262,0.00042615707930016163,0.7634395408021065,high
0.00018079955387981884,0.052685829047988346,0.0003925084391966188,high
0.004949595083572717,0.009747017141938446,0.007294201256488404,high
0.019165000269945408,0.023996880753039202,1.496195510211989,high
0.043434173538784246,0.00040415179154959903,1.4720053004995473,high
0.08751893066978607,0.00603735829278677,0.03520300287226859,high
0.02850006104338262,0.008603979723199838,0.01527148659455781,high
0.0369973741015434,0.0853743927134145,2.8212912479874683,high
0.013930288334096017,0.0033214942630977505,0.006374514677077863,high
0.0009007468553203104,0.0038164083359485505,2.1274626045622624,high
0.001058625488239518,0.04447957938906973,0.4802821167829025,high
0.002203827542982468,1.057048462830047e-06,0.0006690232029202081,high
0.0026978335081043405,0.010978546089401513,0.007958668103268438,high
3.5059106937814334e-05,0.005443510900261806,2.6468055936496593,high
0.0011386578129532086,0.0029380211841932543,0.5464054340749877,high
0.002089359810100423,0.7238461366363096,1.4098210300968963,high
0.008010734938844983,0.056389527800266494,0.01385244016580335,high
0.010062182552890713,0.003020030582486949,0.004174838469152861,high
0.027415537685567676,0.006802495610919366,0.012467238686990042,high
0.05098631205791504,0.0006099403278155988,2.4374443023641623,high
0.08767369190262618,0.08751893066978607,0.08895807601856955,high
0.017123197902348918,0.008010734938844983,0.01115363332428776,high
0.09685066995231828,0.05831739576699525,0.06846441585624728,high
0.001423134033945105,0.11864826337733243,0.025290580291535997,high
0.05277809269321287,0.0044643689080938525,0.45830215345704994,high
0.004677296164279848,0.0026104568140979546,0.9638279113365873,high
0.006802495610919366,0.014944253071976353,0.2883700780688531,high
0.002026457767725169,0.05648094782992339,0.8715446323641766,high
0.06224239364780474,7.216222580651927e-05,1.2179883154309084,high
0.0675726716212354,0.001071830972231689,0.01828492031904523,high
0.05648094782992339,0.004068833037096268,0.9077507756645263,high
